C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\center_2017_04_04_21_14_41_136.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\left_2017_04_04_21_14_41_136.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\right_2017_04_04_21_14_41_136.jpg,0,0,0,0.000126379
C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\center_2017_04_04_21_14_41_217.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\left_2017_04_04_21_14_41_217.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\right_2017_04_04_21_14_41_217.jpg,0,0,0,0.0001530262
C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\center_2017_04_04_21_14_41_287.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\left_2017_04_04_21_14_41_287.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\right_2017_04_04_21_14_41_287.jpg,0,0,0,0.0002125078
C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\center_2017_04_04_21_14_41_372.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\left_2017_04_04_21_14_41_372.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\right_2017_04_04_21_14_41_372.jpg,0,0,0,2.837772E-05
C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\center_2017_04_04_21_14_41_441.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\left_2017_04_04_21_14_41_441.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\right_2017_04_04_21_14_41_441.jpg,0,0,0,5.277332E-05
C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\center_2017_04_04_21_14_41_525.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\left_2017_04_04_21_14_41_525.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\right_2017_04_04_21_14_41_525.jpg,0,0,0,5.410372E-05
C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\center_2017_04_04_21_14_41_606.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\left_2017_04_04_21_14_41_606.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\right_2017_04_04_21_14_41_606.jpg,0,0,0,6.94309E-05
C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\center_2017_04_04_21_14_41_714.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\left_2017_04_04_21_14_41_714.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\right_2017_04_04_21_14_41_714.jpg,0,0.7763894,0,0.2951397
C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\center_2017_04_04_21_14_44_072.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\left_2017_04_04_21_14_44_072.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\right_2017_04_04_21_14_44_072.jpg,0,0.2839104,0,3.650174
C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\center_2017_04_04_21_14_44_143.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\left_2017_04_04_21_14_44_143.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\right_2017_04_04_21_14_44_143.jpg,0,0.4979897,0,4.024449
C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\center_2017_04_04_21_14_44_214.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\left_2017_04_04_21_14_44_214.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\right_2017_04_04_21_14_44_214.jpg,0,0.7109036,0,4.458105
C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\center_2017_04_04_21_14_44_287.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\left_2017_04_04_21_14_44_287.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\right_2017_04_04_21_14_44_287.jpg,0,0.9274938,0,5.219901
C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\center_2017_04_04_21_14_44_364.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\left_2017_04_04_21_14_44_364.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\right_2017_04_04_21_14_44_364.jpg,0,1,0,6.139987
C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\center_2017_04_04_21_14_44_437.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\left_2017_04_04_21_14_44_437.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_jungle\IMG\right_2017_04_04_21_14_44_437.jpg,0,1,0,6.828381
