C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\center_2017_04_04_20_42_49_999.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\left_2017_04_04_20_42_49_999.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\right_2017_04_04_20_42_49_999.jpg,0,0,0,0.9186294
C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\center_2017_04_04_20_42_50_092.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\left_2017_04_04_20_42_50_092.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\right_2017_04_04_20_42_50_092.jpg,0,0,0,0.9112474
C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\center_2017_04_04_20_42_50_172.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\left_2017_04_04_20_42_50_172.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\right_2017_04_04_20_42_50_172.jpg,0,0,0,0.9039247
C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\center_2017_04_04_20_42_50_249.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\left_2017_04_04_20_42_50_249.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\right_2017_04_04_20_42_50_249.jpg,0,0,0,0.896661
C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\center_2017_04_04_20_42_50_331.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\left_2017_04_04_20_42_50_331.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\right_2017_04_04_20_42_50_331.jpg,0,0,0,0.8894554
C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\center_2017_04_04_20_42_50_404.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\left_2017_04_04_20_42_50_404.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\right_2017_04_04_20_42_50_404.jpg,0,0,0,0.882308
C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\center_2017_04_04_20_42_50_478.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\left_2017_04_04_20_42_50_478.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\right_2017_04_04_20_42_50_478.jpg,0,0,0,0.875218
C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\center_2017_04_04_20_42_50_547.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\left_2017_04_04_20_42_50_547.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\right_2017_04_04_20_42_50_547.jpg,0,0,0,0.8699379
C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\center_2017_04_04_20_42_50_620.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\left_2017_04_04_20_42_50_620.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\right_2017_04_04_20_42_50_620.jpg,0,0.07189551,0,0.9074973
C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\center_2017_04_04_20_42_50_691.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\left_2017_04_04_20_42_50_691.jpg,C:\Users\anish_4s67ibh\Documents\Udacity_git\CarND-Behavioral-Cloning-P3\recorded_data_add\IMG\right_2017_04_04_20_42_50_691.jpg,-0.9999623,0.3875669,0,1.063157
